"nvestee_ompany_ame","nvestee_ompany_ation","nvestee_ompany_conomic_ector","nvestment_ate","ound_umber","nvestment_tage","irm_nvestor_ame","und_nvestor_ame","nvestor_quity_otal_illions","isclosed_und_quity_ontribution_illions","ound_quity_otal_illions","isclosed_ebt_ontribution_illions","eal_alue_illions","eal_ank_alue_illions","year"
"Ace Turtle Pte Ltd","India","Consumer Cyclicals",2017-09-22,2,"Bridge Loan","Innoven Capital India Pvt Ltd","InnoVen Capital- Unspecified Fund",0,0,0,0,0,0,2017
"Achindra Online Marketing Pvt Ltd","India","Consumer Cyclicals",2013-11-18,2,"Expansion","Axon Partners Group Investment SGEIC","India Opportunities Fund I",0,0,0,0,0,0,2013
"Achindra Online Marketing Pvt Ltd","India","Consumer Cyclicals",2013-11-18,2,"Expansion","Forum Synergies India Pe Fund Managers Pvt Ltd","Forum Synergies - Unspecified Fund",0,0,0,0,0,0,2013
"Achindra Online Marketing Pvt Ltd","India","Consumer Cyclicals",2013-11-18,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2013
"ACKO Technology & Services Pvt Ltd","India","Financials",2022-02-10,6,"Expansion","Canada Pension Plan Investment Board","Canada Pension Plan Investment Board - Unspecified Fund",42,0,255,0,0,255,2022
"ACKO Technology & Services Pvt Ltd","India","Financials",2022-02-10,6,"Expansion","General Atlantic LLC","General Atlantic LLC - Unspecified Fund",42,0,255,0,0,255,2022
"ACKO Technology & Services Pvt Ltd","India","Financials",2022-02-10,6,"Expansion","Intact Ventures Inc","Intact Ventures - Unspecified Fund",42,0,255,0,0,255,2022
"ACKO Technology & Services Pvt Ltd","India","Financials",2022-02-10,6,"Expansion","Lightspeed Management Co LLC","Lightspeed Venture Partners - Unspecified Fund",42,0,255,0,0,255,2022
"ACKO Technology & Services Pvt Ltd","India","Financials",2022-02-10,6,"Expansion","Multiples Alternate Asset Management Pvt Ltd","Multiples Private Equity Fund III",42,0,255,0,0,255,2022
"ACKO Technology & Services Pvt Ltd","India","Financials",2022-02-10,6,"Expansion","Munich Re Ventures Llc","Munich RE/HSB Ventures - Unspecified Fund",42,0,255,0,0,255,2022
"ACKO Technology & Services Pvt Ltd","India","Financials",2022-08-12,7,"Expansion","Canada Pension Plan Investment Board","Canada Pension Plan Investment Board - Unspecified Fund",0,0,0,0,0,0,2022
"ACKO Technology & Services Pvt Ltd","India","Financials",2023-05-26,8,"Acquisition","Canada Pension Plan Investment Board","Canada Pension Plan Investment Board - Unspecified Fund",0,0,0,0,0,0,2023
"ACKO Technology & Services Pvt Ltd","India","Financials",2023-05-26,8,"Acquisition","Multiples Alternate Asset Management Pvt Ltd","Multiples Private Equity Fund III",0,0,0,0,0,0,2023
"ACKO Technology & Services Pvt Ltd","India","Financials",2023-06-07,9,"Acquisition","General Atlantic LLC","General Atlantic LLC - Unspecified Fund",0,0,0,0,0,0,2023
"ACKO Technology & Services Pvt Ltd","India","Financials",2024-07-24,10,"Acquisition for Expansion","General Atlantic LLC","General Atlantic LLC - Unspecified Fund",0,0,0,0,0,0,2024
"Acme Formulation Pvt Ltd","India","Healthcare",2021-09-30,1,"LBO","Pacific Alliance Group Ltd","PAG Asia III",145,145,145,0,145,145,2021
"Actartly Technology Pvt Ltd","India","Technology",2024-03-03,3,"Expansion","Cloud Capital VC","Cloud Capital - Unspecified Fund",0,0,0,0,0,0,2024
"Actartly Technology Pvt Ltd","India","Technology",2024-11-13,4,"Expansion","Surge Ahead","Surge - Unspecified Fund",1,0,3,0,0,4,2024
"Actartly Technology Pvt Ltd","India","Technology",2024-11-13,4,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,3,0,0,4,2024
"Actartly Technology Pvt Ltd","India","Technology",2024-11-13,4,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,3,0,0,4,2024
"Actartly Technology Pvt Ltd","India","Technology",2024-11-13,4,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,3,0,0,4,2024
"Actartly Technology Pvt Ltd","India","Technology",2024-11-13,4,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,3,0,0,4,2024
"Actartly Technology Pvt Ltd","India","Technology",2024-11-13,4,"Expansion","Whiteboard Capital Advisors Llp","Whiteboard Capital - Unspecified Fund",1,0,3,0,0,4,2024
"Action Construction Equipment Ltd","India","Industrials",2006-03-23,1,"Expansion","ICICI Venture Funds Management Company Ltd","India Advantage Fund I",3,3,3,0,0,3,2006
"Action Construction Equipment Ltd","India","Industrials",2010-09-06,2,"Acquisition","Reliance Capital Ventures Ltd","Reliance Alternative Investments Fund II",4,4,4,0,0,4,2010
"Action Construction Equipment Ltd","India","Industrials",2011-05-23,3,"Acquisition","Avendus PE Investment Advisors Pvt Ltd","Avendus Special Situations Fund II",1,1,1,0,1,1,2011
"actoserba active wholesale Pvt Ltd","India","Consumer Cyclicals",2015-09-03,4,"Expansion","Kalaari Capital Advisors Pvt Ltd","Kalaari Capital Partners II LLC",9,0,38,0,0,38,2015
"actoserba active wholesale Pvt Ltd","India","Consumer Cyclicals",2015-09-03,4,"Expansion","Khazanah Nasional Bhd","Khazanah Nasional Berhad - Unspecified Fund",9,0,38,0,0,38,2015
"actoserba active wholesale Pvt Ltd","India","Consumer Cyclicals",2015-09-03,4,"Expansion","Unilazer Ventures Pvt Ltd","Unilazer Ventures, Ltd. - Unspecified Fund",9,0,38,0,0,38,2015
"actoserba active wholesale Pvt Ltd","India","Consumer Cyclicals",2015-09-03,4,"Expansion","Zodius Capital","Zodius Capital II",9,0,38,0,0,38,2015
"actoserba active wholesale Pvt Ltd","India","Consumer Cyclicals",2018-05-28,5,"Secondary Purchase","Zodius Capital","Zodius Capital II",0,0,0,0,0,0,2018
"Adani Capital Pvt Ltd","India","Financials",2023-07-23,1,"LBO","Bain Capital LP","Bain Capital LLC - Unspecified Fund",0,0,0,0,0,0,2023
"Adani Housing Finance Pvt Ltd","India","Financials",2023-07-23,1,"Pending Acquisition","Bain Capital LP","Bain Capital LLC - Unspecified Fund",0,0,0,0,0,0,2023
"Adani Krishnapatnam Port Ltd","India","Industrials",2009-02-24,1,"Acquisition","3i Group PLC","3i India Infrastructure Fund",161,0,161,0,161,161,2009
"Adani Ports Special Economic Zone Ltd","India","Industrials",2021-04-19,1,"PIPE","Warburg Pincus LLC","Warburg Pincus LLC - Unspecified Fund",107,0,107,0,0,107,2021
"Adani Power, Ltd.","India","Utilities",2007-10-25,1,"Acquisition","3i Group PLC","3i India Infrastructure Fund",0,0,0,0,227,227,2007
"Adc Brands Pvt Ltd","India","Consumer Cyclicals",2021-06-29,1,"Expansion","We Founder Circle Pvt Ltd","We Founder Circle - Unspecified Fund",0,0,0,0,0,0,2021
"Adc Brands Pvt Ltd","India","Consumer Cyclicals",2023-12-20,2,"Expansion","BeyondSeed Venture Solutions Pte Ltd","BeyondSeed Venture- Unspecified Fund",0,0,0,0,0,0,2023
"Adc Brands Pvt Ltd","India","Consumer Cyclicals",2023-12-20,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2023
"Adcock Ingram Healthcare Pvt Ltd","India","Healthcare",2016-04-06,1,"LBO","Samara Capital Management Ltd","Samara Capital Partners Fund II, Ltd.",0,0,0,0,1500,1500,2016
"Adcount Technologies Pvt Ltd","India","Technology",2020-10-21,1,"Expansion","Artesian Capital Management Lp","Artesian Ventures-Unspecified Fund",0,0,1,0,0,1,2020
"Adcount Technologies Pvt Ltd","India","Technology",2020-10-21,1,"Expansion","CIO Angel Network","CIO Angel Network - Unspecified Fund",0,0,1,0,0,1,2020
"Adcount Technologies Pvt Ltd","India","Technology",2020-10-21,1,"Expansion","SOSV Investments LLC","SOS Ventures - Unspecified Fund",0,0,1,0,0,1,2020
"Adcount Technologies Pvt Ltd","India","Technology",2020-10-21,1,"Expansion","Sucseed Venture Partners LLP","SucSEED Venture Partners - Unspecified Fund",0,0,1,0,0,1,2020
"Adcount Technologies Pvt Ltd","India","Technology",2020-10-21,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,1,0,0,1,2020
"Adcount Technologies Pvt Ltd","India","Technology",2020-10-21,1,"Expansion","Venture Catalysts Pvt Ltd","Venture Catalysts Pvt Ltd - Unspecified Fund",0,0,1,0,0,1,2020
"Adcount Technologies Pvt Ltd","India","Technology",2021-10-28,2,"Expansion","Angelbay Holdings Pvt Ltd","AngelBay Holdings  Pvt Ltd- Unspecified Fund",0,0,1,0,0,1,2021
"Adcount Technologies Pvt Ltd","India","Technology",2021-10-28,2,"Expansion","Dev Accelerator Pvt Ltd","DevX Venture Fund",0,0,1,0,0,1,2021
"Adcount Technologies Pvt Ltd","India","Technology",2021-10-28,2,"Expansion","Faad Network Pvt Ltd","Faad Network - Unspecified Fund",0,0,1,0,0,1,2021
"Adcount Technologies Pvt Ltd","India","Technology",2021-10-28,2,"Expansion","Riso Capital LLC","RiSo Capital - Unspecified Fund",0,0,1,0,0,1,2021
"Adcount Technologies Pvt Ltd","India","Technology",2021-10-28,2,"Expansion","SOSV Investments LLC","SOS Ventures - Unspecified Fund",0,0,1,0,0,1,2021
"Adcount Technologies Pvt Ltd","India","Technology",2021-10-28,2,"Expansion","Sucseed Venture Partners LLP","SucSEED Venture Partners - Unspecified Fund",0,0,1,0,0,1,2021
"Adcount Technologies Pvt Ltd","India","Technology",2021-10-28,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,1,0,0,1,2021
"Adcount Technologies Pvt Ltd","India","Technology",2021-10-28,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,1,0,0,1,2021
"Adcount Technologies Pvt Ltd","India","Technology",2021-10-28,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,1,0,0,1,2021
"Adcount Technologies Pvt Ltd","India","Technology",2021-10-28,2,"Expansion","Venture Catalysts Pvt Ltd","Venture Catalysts Pvt Ltd - Unspecified Fund",0,0,1,0,0,1,2021
"Adcount Technologies Pvt Ltd","India","Technology",2022-10-20,3,"Expansion","SOSV Investments LLC","Orbit Startups",0,0,0,0,0,0,2022
"Adcount Technologies Pvt Ltd","India","Technology",2022-10-20,3,"Expansion","SOSV Investments LLC","SOS Ventures - Unspecified Fund",0,0,0,0,0,0,2022
"AddressHealth Solutions India Pvt Ltd","India","Healthcare",2014-06-19,1,"Expansion","Unitus Ventures Advisors Llp","Unitus Seed Fund India",0,0,0,0,0,0,2014
"Adepto Solutions Pvt., Ltd.","India","Technology",2011-06-06,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2011
"Adepto Solutions Pvt., Ltd.","India","Technology",2011-06-06,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2011
"Adhyay Dev Pvt Ltd","India","Technology",2023-06-13,1,"Expansion","Atal Incubation Centre - Shiv Nadar University","Atal Incubation Centre - SNU - Unspecified Fund",0,0,0,0,0,0,2023
"Adigas Fast Food Pvt Ltd","India","Consumer Cyclicals",2012-04-24,1,"Acquisition","New Silk Route Partners LLC","New Silk Route Partners LLC - Unspecified Fund",0,0,0,0,0,0,2012
"Aditya Birla Arc Ltd","India","Financials",2018-08-29,1,"Pending Acquisition","Varde Partners Inc","Varde Partners, Inc. - Unspecified Fund",0,0,0,0,14,14,2018
"Aditya Birla Health Insurance Co. Limited","India","Financials",2022-08-12,1,"Pending Acquisition","Abu Dhabi Investment Authority","Abu Dhabi Investment Authority - Unspecified Fund",0,0,0,0,0,0,2022
"Aditya Birla Telecom Ltd","India","Technology",2009-01-30,1,"Acquisition","Providence Equity Partners LLC","Providence Equity Partners LLC - Unspecified Fund",0,0,0,0,428,428,2009
"Adlabs Entertainment Ltd","India","Consumer Cyclicals",2013-09-18,1,"Expansion","ICICI Venture Funds Management Company Ltd","ICICI Venture Funds Management Co Ltd - Unspecified Fund",24,24,24,0,0,24,2013
"Adloid Technologies Pvt Ltd","India","Technology",2021-12-20,1,"Expansion","Chiratae Ventures India Advisors Pvt Ltd","Chiratae Ventures India Advisors Pvt Ltd - Unspecified Fund",1,0,4,0,0,4,2021
"Adloid Technologies Pvt Ltd","India","Technology",2021-12-20,1,"Expansion","First Founder Investment Adviser LLP","100X.VC Fund",1,0,4,0,0,4,2021
"Adloid Technologies Pvt Ltd","India","Technology",2021-12-20,1,"Expansion","Lenskart Vision Fund","Lenskart Vision Fund",1,0,4,0,0,4,2021
"Adloid Technologies Pvt Ltd","India","Technology",2021-12-20,1,"Expansion","Seeders LLP","Seeders LLP - Unspecified Fund",1,0,4,0,0,4,2021
"Adloid Technologies Pvt Ltd","India","Technology",2021-12-20,1,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,4,0,0,4,2021
"Adloid Technologies Pvt Ltd","India","Technology",2021-12-20,1,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,4,0,0,4,2021
"Adloid Technologies Pvt Ltd","India","Technology",2022-08-01,2,"Expansion","Outlier Ventures Ltd","Outlier Ventures Ltd - Unspecified Fund",0,0,0,0,0,0,2022
"Adloid Technologies Pvt Ltd","India","Technology",2024-08-08,3,"Expansion","3to1 Capital","3TO1 Capital - Unspecified Fund",1,0,7,0,0,7,2024
"Adloid Technologies Pvt Ltd","India","Technology",2024-08-08,3,"Expansion","Alteria Capital Advisors Llp","Alteria Capital Fund III",1,0,7,0,0,7,2024
"Adloid Technologies Pvt Ltd","India","Technology",2024-08-08,3,"Expansion","Chiratae Ventures India Advisors Pvt Ltd","Chiratae Ventures India Advisors Pvt Ltd - Unspecified Fund",1,0,7,0,0,7,2024
"Adloid Technologies Pvt Ltd","India","Technology",2024-08-08,3,"Expansion","Siana Capital Management LLP","Siana Capital Management - Unspecified Fund",1,0,7,0,0,7,2024
"Adloid Technologies Pvt Ltd","India","Technology",2024-08-08,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,7,0,0,7,2024
"ADM Agro Industries Kota & Akola Pvt Ltd","India","Consumer Non-Cyclicals",2009-09-29,1,"Acquisition","Rabo India Finance Ltd","India Agri Business Fund",0,0,0,0,0,0,2009
"Adonmo Pvt Ltd","India","Consumer Cyclicals",2022-01-31,2,"Expansion","Undisclosed Firm","Undisclosed Fund",15,15,15,0,0,15,2022
"Adonmo Pvt Ltd","India","Consumer Cyclicals",2024-03-26,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,1,7,0,0,7,2024
"Adonmo Pvt Ltd","India","Consumer Cyclicals",2024-03-26,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,7,0,0,7,2024
"Adonmo Pvt Ltd","India","Consumer Cyclicals",2024-03-26,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,7,0,0,7,2024
"Adonmo Pvt Ltd","India","Consumer Cyclicals",2024-03-26,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,7,0,0,7,2024
"Adonmo Pvt Ltd","India","Consumer Cyclicals",2024-03-26,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,7,0,0,7,2024
"Adonmo Pvt Ltd","India","Consumer Cyclicals",2024-03-26,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,7,0,0,7,2024
"Adonmo Pvt Ltd","India","Consumer Cyclicals",2024-03-26,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,7,0,0,7,2024
"Adonmo Pvt Ltd","India","Consumer Cyclicals",2024-03-26,3,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,7,0,0,7,2024
"Adonmo Pvt Ltd","India","Consumer Cyclicals",2024-03-26,3,"Expansion","Z Nation Lab","Z Nation Lab - Unspecified Fund",0,0,7,0,0,7,2024
"Adsolut Media","India","Technology",2024-06-27,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2024
"Advanced Enzyme Technologies Ltd","India","Basic Materials",2019-03-15,1,"PIPE","Orbimed Advisors LLC","OrbiMed Asia Partners III LP",29,29,29,0,0,29,2019
"Advanced Enzyme Technologies Ltd","India","Basic Materials",2020-09-24,2,"PIPE","Nalanda Capital Pte Ltd","Nalanda India Equity Fund Ltd",15,15,15,0,0,15,2020
"Advanced Enzyme Technologies Ltd","India","Basic Materials",2022-09-20,3,"PIPE","Nalanda Capital Pte Ltd","Nalanda India Equity Fund Ltd",10,0,10,0,0,10,2022
"Advenio Tecnosys Private Ltd","India","Healthcare",2016-08-24,1,"Expansion","Kalaari Capital Advisors Pvt Ltd","K-start, LLC",0,0,0,0,0,0,2016
"Adventity  Pvt Ltd","India","Industrials",2007-02-27,1,"Expansion","Bioveda Capital Pte Ltd","Bio-Veda Capital",3,0,20,0,0,20,2007
"Adventity  Pvt Ltd","India","Industrials",2007-02-27,1,"Expansion","Cibc Capital Partners","CIBC Capital Partners - Unspecified Fund",3,0,20,0,0,20,2007
"Adventity  Pvt Ltd","India","Industrials",2007-02-27,1,"Expansion","Norwest Venture Partners","Norwest Venture Partners - Unspecified Fund",15,15,20,0,0,20,2007
"Adventum Student Living Pvt Ltd","India","Technology",2023-04-24,2,"Expansion","Cornerstone Venture Partners LLC","Cornerstone Venture Partners LLC - Unspecified Fund",3,0,5,0,0,5,2023
"Adventum Student Living Pvt Ltd","India","Technology",2023-04-24,2,"Expansion","Undisclosed Firm","Undisclosed Fund",3,0,5,0,0,5,2023
"Adventum Student Living Pvt Ltd","India","Technology",2024-02-06,3,"Expansion","Brand Capital","Brand Capital - Unspecified Fund",2,0,3,0,0,3,2024
"Adventum Student Living Pvt Ltd","India","Technology",2024-02-06,3,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,3,0,0,3,2024
"Advergame Technologies Pvt Ltd","India","Technology",2020-08-27,2,"Expansion","Bitkraft Esports Ventures GmbH & Co KG I. Gr","BITKRAFT Esports Ventures Fund I LP",1,0,4,0,0,4,2020
"Advergame Technologies Pvt Ltd","India","Technology",2020-08-27,2,"Expansion","FJ Labs Inc","FJ Labs - Unspecified Fund",1,0,4,0,0,4,2020
"Advergame Technologies Pvt Ltd","India","Technology",2020-08-27,2,"Expansion","Velo Partners","Velo Partners - Unspecified Fund",1,0,4,0,0,4,2020
"Aegeus Technologies Pvt Ltd","India","Industrials",2024-06-03,1,"Acquisition","Caspian Advisors Pvt Ltd","Caspian Debt",0,0,0,0,0,0,2024
"Aegis Ltd","India","Technology",2017-11-27,1,"LBO","Capital Square Partners Pte Ltd","Capital Square Partners - Unspecified Fund",0,0,0,0,300,300,2017
"Aeon Learning Pvt Ltd","India","Academic & Educational Services",2018-01-23,1,"Expansion","Manipal Education and Medical Group India Pvt Ltd","Manipal Education & Medical Group India Pvt Ltd -UF",10,0,10,0,0,10,2018
"Aerchain","India","Technology",2021-09-21,1,"Expansion","Season Two Ventures Management LLC","Season Two Ventures Management LLC - Unspecified Fund",2,0,3,0,0,3,2021
"Aerchain","India","Technology",2021-09-21,1,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,3,0,0,3,2021
"Aerostrovilos Energy Pvt Ltd","India","Industrials",2020-07-02,1,"Expansion","Mumbai Angels Network Pvt Ltd","Mumbai Angels - Unspecified Fund",0,0,0,0,0,0,2020
"Aesthetic Nutrition Pvt Ltd","India","Consumer Non-Cyclicals",2020-11-25,3,"Bridge Loan","Agility Capital Inc","Agility Capital  - Unspecified Fund",0,0,0,0,0,0,2020
"Aesthetic Nutrition Pvt Ltd","India","Consumer Non-Cyclicals",2020-11-25,3,"Bridge Loan","DSG Consumer Partners","DSG Consumer Partners - Unspecified Fund",0,0,0,0,0,0,2020
"Aesthetic Nutrition Pvt Ltd","India","Consumer Non-Cyclicals",2020-11-25,3,"Bridge Loan","Venture Catalysts Pvt Ltd","Venture Catalysts Pvt Ltd - Unspecified Fund",0,0,0,0,0,0,2020
"Aether Industries Ltd","India","Basic Materials",2021-05-07,1,"Acquisition","White Oak Capital Management Consultants LLP","White Oak Capital Management Consultants LLP -UF",0,0,0,0,3,3,2021
"Affinique Media Services Private Ltd","India","Industrials",2022-09-08,1,"Expansion","Ipv Advisors Pvt Ltd","IPV Advisors Pvt Ltd - Unspecified Fund",0,0,0,0,0,0,2022
"Agile Electric Sub Assembly Private Ltd","India","Consumer Cyclicals",2013-08-27,1,"LBO","Blackstone Inc","Blackstone Capital Partners VI, L.P.",0,0,0,0,110,110,2013
"Agile Financial Technologies Pvt Ltd","India","Technology",2011-05-02,1,"Expansion","Chiratae Ventures India Advisors Pvt Ltd","IDG Ventures India Fund II",6,6,6,0,0,6,2011
"Agile Parking Solutions Pvt Ltd","India","Technology",2021-05-27,3,"Expansion","Indian Angel Network Services Pvt Ltd","Indian Angel Network - Unspecified Fund",3,0,6,0,0,6,2021
"Agile Parking Solutions Pvt Ltd","India","Technology",2021-05-27,3,"Expansion","IvyCap Ventures Advisors Pvt Ltd","IvyCap Ventures Trust Fund - II",3,0,6,0,0,6,2021
"Agilitas Sports Pvt Ltd","India","Consumer Cyclicals",2023-05-15,1,"Acquisition","Convergent Finance LLP","Convergent Finance LLP - Unspecified Fund",0,0,0,0,52,52,2023
"Agilitas Sports Pvt Ltd","India","Consumer Cyclicals",2023-05-15,1,"Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,0,0,52,52,2023
"Agilitas Sports Pvt Ltd","India","Consumer Cyclicals",2023-09-14,2,"Acquisition for Expansion","Convergent Finance LLP","Convergent Finance LLP - Unspecified Fund",0,0,0,0,0,0,2023
"Agilitas Sports Pvt Ltd","India","Consumer Cyclicals",2023-12-13,3,"Acquisition","Nexus Venture Partners","Nexus Venture Partners - Unspecified Fund",0,0,0,0,12,12,2023
"Agilitas Sports Pvt Ltd","India","Consumer Cyclicals",2024-09-13,4,"Acquisition","Spring Marketing Capital","Spring Marketing Capital Early Spring Fund",0,0,0,0,0,0,2024
"Agnext Technologies Pvt Ltd","India","Technology",2021-08-19,3,"Expansion","Alpha Wave Global LP","Alpha Wave Incubation Fund",7,0,21,0,0,21,2021
"Agnext Technologies Pvt Ltd","India","Technology",2021-08-19,3,"Expansion","Kalaari Capital Advisors Pvt Ltd","Kalaari Capital Advisors Pvt., Ltd - Unspecified Fund",7,0,21,0,0,21,2021
"Agnext Technologies Pvt Ltd","India","Technology",2021-08-19,3,"Expansion","Omnivore Capital Management Advisors Private Ltd","Omnivore Partners India Fund 2",7,0,21,0,0,21,2021
"Agni Property Services Pvt Ltd","India","Real Estate",2010-07-27,1,"Expansion","Foundation Capital LLC","Foundation Capital VI, L.P.",6,6,12,0,0,12,2010
